Wavelength (nm)	Dilution Corrected Absorbance
230	2.703795
233	2.661096
236	2.575921
239	2.482434
242	2.402433
245	2.327819
248	2.264169
251	2.208915
254	2.159336
257	2.113373
260	2.070087
263	2.024224
266	1.976716
269	1.929584
272	1.87921
275	1.829234
278	1.778321
281	1.721425
284	1.663107
287	1.601998
290	1.548031
293	1.503601
296	1.452975
299	1.400978
302	1.350888
305	1.300913
308	1.25428
311	1.209395
314	1.163114
317	1.11891
320	1.074359
323	1.028809
326	0.9843302
329	0.9425604
332	0.9012105
335	0.862574
338	0.8253041
341	0.7886302
344	0.7541054
347	0.7219072
350	0.6910186
353	0.661085
356	0.6321194
359	0.6057971
362	0.5795539
365	0.5547094
368	0.5305914
371	0.5074625
374	0.4844812
377	0.4629969
380	0.4431778
383	0.4246063
386	0.40556
389	0.3872397
392	0.370215
395	0.3531059
398	0.3384605
401	0.3240896
404	0.3100156
407	0.2963257
410	0.2829393
413	0.2701151
416	0.2579705
419	0.2470671
422	0.2366174
425	0.2268557
428	0.2176643
431	0.2083146
434	0.1997126
437	0.1921121
440	0.1841512
443	0.1768368
446	0.170417
449	0.1639724
452	0.1584831
455	0.1531093
458	0.1479587
461	0.1433652
464	0.1386176
467	0.1345814
470	0.1305377
473	0.1262706
476	0.1221924
479	0.118291
482	0.1137537
485	0.1101374
488	0.1064254
491	0.1030899
494	0.09962092
497	0.09622686
500	0.09314767
503	0.08986698
506	0.086703
509	0.08395317
512	0.08133193
515	0.0783349
518	0.07560617
521	0.0729656
524	0.07026053
527	0.06823223
530	0.06558655
533	0.06357261
536	0.06152247
539	0.05955729
542	0.05733163
545	0.05592381
548	0.05414834
551	0.05265823
554	0.05113239
557	0.04926923
560	0.04775836
563	0.04634031
566	0.04515902
569	0.0433986
572	0.04227117
575	0.04117869
578	0.04025309
581	0.0391937
584	0.03779026
587	0.03649934
590	0.03567297
593	0.0347775
596	0.03432179
599	0.03346744
602	0.03250876
605	0.03138571
608	0.03018354
611	0.02919574
614	0.02847043
617	0.02755024
620	0.02661633
623	0.02562649
626	0.02500395
629	0.02430017
632	0.02334767
635	0.02248247
638	0.0217337
641	0.02096187
644	0.02042297
647	0.01974307
650	0.01905665
653	0.01850196
656	0.01755848
659	0.01736168
662	0.01682658
665	0.01655272
668	0.01604396
671	0.01524036
674	0.01456445
677	0.01440694
680	0.01479495
683	0.01432196
686	0.01416481
689	0.01379953
692	0.01318165
695	0.01228275
698	0.01186459
701	0.01136423
704	0.01145641
707	0.01184873
710	0.01146266
713	0.01067739
716	0.009845012
719	0.009234991
722	0.00865902
725	0.008082762
728	0.008357007
731	0.007975555
734	0.007714793
737	0.007119353
740	0.006689433
743	0.006460514
746	0.006514086
749	0.006963206
752	0.006894758
755	0.007172562
758	0.007814359
761	0.0077329
764	0.007110184
767	0.007573913
770	0.007661894
773	0.00802396
776	0.00836917
779	0.008511687
782	0.009060617
785	0.008805776
788	0.00925767
791	0.009191064
794	0.008592293
797	0.008950923
800	0.008765882
