"Wavelength..nm.","Dilution.Corrected.Absorbance"
230,0.6677017
233,0.6413973
236,0.6174684
239,0.5939278
242,0.5741316
245,0.5551432
248,0.5385351
251,0.5229594
254,0.5095547
257,0.4960254
260,0.482556
263,0.4681927
266,0.4531308
269,0.4381822
272,0.4226345
275,0.4077302
278,0.3930458
281,0.3779241
284,0.3631369
287,0.3486539
290,0.3357366
293,0.3235578
296,0.3133084
299,0.3015617
302,0.2900684
305,0.2787977
308,0.2682031
311,0.2578933
314,0.2474182
317,0.2373762
320,0.2272414
323,0.2170118
326,0.2070305
329,0.1977062
332,0.1885023
335,0.1798781
338,0.1715084
341,0.1632917
344,0.1556519
347,0.1483928
350,0.1416531
353,0.1350066
356,0.1286804
359,0.1228792
362,0.1171323
365,0.1116817
368,0.1064997
371,0.101469
374,0.09653633
377,0.09198568
380,0.08773968
383,0.08378355
386,0.07987291
389,0.07598358
392,0.07243887
395,0.06900335
398,0.06596266
401,0.06299449
404,0.06012579
407,0.05727485
410,0.05456417
413,0.05195887
416,0.04958092
419,0.04741526
422,0.0453329
425,0.0433423
428,0.04158257
431,0.03973662
434,0.03803026
437,0.03648714
440,0.0350107
443,0.03369858
446,0.0323804
449,0.0312308
452,0.03020257
455,0.02918245
458,0.02828417
461,0.02743295
464,0.0265469
467,0.02573116
470,0.02494836
473,0.02415417
476,0.02345009
479,0.02267362
482,0.02196937
485,0.02137902
488,0.02074767
491,0.02014051
494,0.01962776
497,0.01905911
500,0.01847271
503,0.01800196
506,0.01751676
509,0.01704184
512,0.0166027
515,0.01616722
518,0.01572425
521,0.01532801
524,0.01489676
527,0.014488
530,0.01409217
533,0.01371998
536,0.01338264
539,0.01310515
542,0.01276552
545,0.01247605
548,0.01216041
551,0.01242707
554,0.01162165
557,0.01135254
560,0.01115436
563,0.0109391
566,0.01068218
569,0.01041707
572,0.0102003
575,0.01000382
578,0.009828816
581,0.009649185
584,0.009432753
587,0.009286852
590,0.009098676
593,0.008931906
596,0.008783041
599,0.008646698
602,0.008475889
605,0.00834266
608,0.008231816
611,0.008172025
614,0.008125299
617,0.008043522
620,0.007945854
623,0.007818907
626,0.007690145
629,0.007580057
632,0.007402827
635,0.007196642
638,0.007135948
641,0.007029612
644,0.00692104
647,0.006890746
650,0.006758181
653,0.006650338
656,0.006596202
659,0.006533333
662,0.006430709
665,0.006439028
668,0.006340436
671,0.00622593
674,0.006198187
677,0.006049576
680,0.005957312
683,0.005906144
686,0.005823207
689,0.005828445
692,0.00579698
695,0.005694151
698,0.005710787
701,0.005633653
704,0.005446747
707,0.005515392
710,0.005477784
713,0.005376104
716,0.005353688
719,0.005300115
722,0.005207978
725,0.005219747
728,0.005199469
731,0.005172233
734,0.005170958
737,0.004951712
740,0.004853543
743,0.004761746
746,0.004656854
749,0.004710054
752,0.004784966
755,0.004670494
758,0.004691409
761,0.004731199
764,0.004618787
767,0.004675168
770,0.004733275
773,0.00464096
776,0.004892521
779,0.005013954
782,0.00474148
785,0.005066345
788,0.004970723
791,0.004707533
794,0.004853823
797,0.004848704
800,0.004857379
