"Wavelength..nm.","Dilution.Corrected.Absorbance"
230,0.2099649
233,0.197128
236,0.1875176
239,0.1800478
242,0.1737483
245,0.1682654
248,0.1631002
251,0.1579227
254,0.1532068
257,0.1481289
260,0.1431229
263,0.1376538
266,0.132063
269,0.1265431
272,0.1209495
275,0.1157365
278,0.1106856
281,0.105606
284,0.09975918
287,0.0968573
290,0.09285844
293,0.08907035
296,0.08528247
299,0.08143053
302,0.0777467
305,0.07406511
308,0.07064871
311,0.0673266
314,0.06388792
317,0.06068509
320,0.05763666
323,0.05447566
326,0.05149712
329,0.04874483
332,0.04608451
335,0.04359141
338,0.04121147
341,0.03889641
344,0.03667407
347,0.03464606
350,0.03267919
353,0.03077875
356,0.02894554
359,0.02729364
362,0.02562011
365,0.02407135
368,0.0225951
371,0.02120069
374,0.01984385
377,0.01861494
380,0.01747324
383,0.01643736
386,0.01539768
389,0.01439163
392,0.01353109
395,0.01264205
398,0.01191826
401,0.01118575
404,0.0105036
407,0.009857703
410,0.009244853
413,0.008654307
416,0.008089825
419,0.007652128
422,0.007177593
425,0.006932843
428,0.006577212
431,0.006251579
434,0.005991132
437,0.005770091
440,0.005491999
443,0.005214743
446,0.004938592
449,0.004685494
452,0.004475117
455,0.004328771
458,0.004211847
461,0.004162226
464,0.004064559
467,0.003884334
470,0.003754204
473,0.003632071
476,0.003554749
479,0.003498798
482,0.003360821
485,0.003248826
488,0.003159271
491,0.003101066
494,0.00293853
497,0.002842011
500,0.002812946
503,0.002693395
506,0.002656759
509,0.00256549
512,0.002498107
515,0.002475938
518,0.002403969
521,0.002327899
524,0.002289646
527,0.002256878
530,0.002158084
533,0.002151028
536,0.002108173
539,0.002058691
542,0.002012929
545,0.001997243
548,0.001992831
551,0.001966846
554,0.001885401
557,0.001881239
560,0.001843514
563,0.001779906
566,0.00184853
569,0.001820361
572,0.001821753
575,0.001795526
578,0.001756846
581,0.001785677
584,0.001755993
587,0.001720208
590,0.00171303
593,0.00168824
596,0.001672557
599,0.001670935
602,0.001656194
605,0.001644487
608,0.001674234
611,0.001624224
614,0.001587512
617,0.001617134
620,0.001588905
623,0.001600333
626,0.001587197
629,0.001545056
632,0.001532111
635,0.001517035
638,0.001538442
641,0.001527002
644,0.001496198
647,0.001491256
650,0.001493475
653,0.001498629
656,0.001433379
659,0.001388208
662,0.001462826
665,0.001483987
668,0.001432951
671,0.001413967
674,0.001400891
677,0.001450914
680,0.001320784
683,0.001373059
686,0.001375217
689,0.001336773
692,0.00133766
695,0.001257681
698,0.001279914
701,0.001266791
704,0.001307637
707,0.001457251
710,0.00137211
713,0.001253384
716,0.001100715
719,0.001048401
722,0.001065792
725,0.001130898
728,0.001276232
731,0.001495642
734,0.001574036
737,0.001682547
740,0.001746742
743,0.001656276
746,0.001578825
749,0.00158265
752,0.001528545
755,0.001487599
758,0.001420642
761,0.00138988
764,0.00135015
767,0.001371847
770,0.001381337
773,0.001444952
776,0.001237482
779,0.001354484
782,0.001327813
785,0.001257275
788,0.001272664
791,0.001274412
794,0.001192493
797,0.001081265
800,0.001117172
