"Wavelength..nm.","Dilution.Corrected.Absorbance"
230,0.4370183
233,0.4276117
236,0.4146918
239,0.4011451
242,0.3881762
245,0.3761017
248,0.3645699
251,0.3530843
254,0.3420359
257,0.3305402
260,0.3192122
263,0.3071285
266,0.2947869
269,0.2828794
272,0.2708148
275,0.2593454
278,0.248486
281,0.2372293
284,0.2255215
287,0.2161921
290,0.2071017
293,0.1994208
296,0.1909939
299,0.1824542
302,0.1741956
305,0.1660963
308,0.1586131
311,0.1515771
314,0.144393
317,0.1377182
320,0.1311358
323,0.1246073
326,0.1183725
329,0.1126291
332,0.1070305
335,0.1018307
338,0.09684478
341,0.09195276
344,0.08730071
347,0.08288603
350,0.07873247
353,0.07464662
356,0.07069063
359,0.06717404
362,0.06356122
365,0.06017412
368,0.05690994
371,0.05376224
374,0.0506855
377,0.04783478
380,0.04523225
383,0.04279351
386,0.04035095
389,0.03797376
392,0.03580948
395,0.03370512
398,0.03186295
401,0.03012394
404,0.02843327
407,0.02675828
410,0.02520852
413,0.02370688
416,0.022291
419,0.02105171
422,0.01980362
425,0.01875099
428,0.01775957
431,0.01671989
434,0.01575208
437,0.01502535
440,0.01420744
443,0.01345319
446,0.01276504
449,0.01202719
452,0.01139493
455,0.01089776
458,0.01044048
461,0.009961116
464,0.009558186
467,0.009075652
470,0.00874985
473,0.008309771
476,0.008002564
479,0.007690835
482,0.00737815
485,0.007050705
488,0.006755329
491,0.00647252
494,0.006159775
497,0.005878044
500,0.005605886
503,0.005339792
506,0.00517382
509,0.005009754
512,0.004791867
515,0.004556513
518,0.004367389
521,0.004202701
524,0.004001102
527,0.003865372
530,0.003700226
533,0.003536607
536,0.003473841
539,0.003291818
542,0.00316656
545,0.003119864
548,0.002999363
551,0.00290002
554,0.002792136
557,0.002673856
560,0.002622074
563,0.002513922
566,0.002378599
569,0.002305153
572,0.002275191
575,0.002223972
578,0.002160239
581,0.00205057
584,0.001998784
587,0.001955774
590,0.001942556
593,0.001862562
596,0.001831156
599,0.001815594
602,0.001787602
605,0.001765453
608,0.001669221
611,0.001665692
614,0.001614935
617,0.001567925
620,0.001502316
623,0.001496971
626,0.001453605
629,0.001470533
632,0.001401714
635,0.001371564
638,0.001386312
641,0.001362898
644,0.001310229
647,0.001273349
650,0.001285621
653,0.001259547
656,0.001259489
659,0.001201585
662,0.001239584
665,0.0012418
668,0.001203363
671,0.001164878
674,0.001096538
677,0.001109451
680,0.001093525
683,0.001023112
686,0.000947072
689,0.0008331683
692,0.0007854138
695,0.00074317
698,0.0007827444
701,0.0007889803
704,0.0009825179
707,0.001006933
710,0.001062295
713,0.0009529756
716,0.0009800517
719,0.0009945623
722,0.001113048
725,0.001135898
728,0.001248219
731,0.001342152
734,0.001473055
737,0.001544445
740,0.001503378
743,0.001425065
746,0.001338826
749,0.00134888
752,0.001315748
755,0.001242488
758,0.001265903
761,0.001205178
764,0.001159148
767,0.001114059
770,0.001028617
773,0.0009979388
776,0.001099879
779,0.001063621
782,0.0009709767
785,0.001015356
788,0.0009576586
791,0.00106789
794,0.001011657
797,0.0009933321
800,0.0009744917
