"Wavelength..nm.","Dilution.Corrected.Absorbance"
230,2.502061
233,2.3978
236,2.306285
239,2.217181
242,2.141587
245,2.069028
248,2.003732
251,1.944725
254,1.894339
257,1.845368
260,1.798197
263,1.749806
266,1.699201
269,1.649231
272,1.596677
275,1.545029
278,1.493561
281,1.439144
284,1.384938
287,1.328862
290,1.279851
293,1.232669
296,1.193756
299,1.146853
302,1.101254
305,1.056619
308,1.014992
311,0.9750501
314,0.9350279
317,0.8973023
320,0.8598117
323,0.8222758
326,0.7862775
329,0.7526939
332,0.7199159
335,0.6892888
338,0.6595129
341,0.6302349
344,0.6026117
347,0.5761659
350,0.5513011
353,0.5265185
356,0.502681
359,0.4807996
362,0.4587538
365,0.4377091
368,0.4174918
371,0.3977058
374,0.3781812
377,0.3601871
380,0.3433355
383,0.3275953
386,0.3117306
389,0.2960355
392,0.2819577
395,0.2680617
398,0.25591
401,0.2441498
404,0.2325123
407,0.2213297
410,0.210497
413,0.1999608
416,0.1902141
419,0.1814849
422,0.1728665
425,0.1658964
428,0.1592124
431,0.1523831
434,0.1460251
437,0.1402023
440,0.1341007
443,0.1285147
446,0.1229711
449,0.117995
452,0.1136697
455,0.109573
458,0.1060133
461,0.1027745
464,0.0993299
467,0.09650044
470,0.09359431
473,0.09055575
476,0.08755585
479,0.08438015
482,0.08167096
485,0.07903791
488,0.07637222
491,0.07392949
494,0.07164597
497,0.0694119
500,0.06693425
503,0.06474884
506,0.06268835
509,0.06082792
512,0.05898292
515,0.05715486
518,0.05531764
521,0.05363299
524,0.05208906
527,0.05060137
530,0.04912076
533,0.0478004
536,0.04620724
539,0.04490333
542,0.04361768
545,0.04301897
548,0.04133661
551,0.04030206
554,0.03932926
557,0.03837506
560,0.03751608
563,0.03649005
566,0.03574361
569,0.03499226
572,0.03410391
575,0.03328271
578,0.0326709
581,0.03188831
584,0.03127902
587,0.03055577
590,0.03004165
593,0.02933035
596,0.0287911
599,0.02806162
602,0.02760397
605,0.02702478
608,0.02644241
611,0.02608718
614,0.02547126
617,0.02506313
620,0.0246877
623,0.02428104
626,0.02383342
629,0.02326185
632,0.02275915
635,0.022401
638,0.02197905
641,0.021509
644,0.02097343
647,0.02064302
650,0.02021218
653,0.01985517
656,0.0195228
659,0.01939102
662,0.01926542
665,0.01903598
668,0.01892228
671,0.0186582
674,0.01824506
677,0.01788093
680,0.0173907
683,0.01697498
686,0.01705572
689,0.01708433
692,0.01705172
695,0.01688729
698,0.01616697
701,0.01640386
704,0.01626468
707,0.01576162
710,0.01536562
713,0.01470786
716,0.01382598
719,0.01325601
722,0.01315784
725,0.01323992
728,0.01328632
731,0.01308
734,0.01272984
737,0.01223058
740,0.01159009
743,0.011533
746,0.01147535
749,0.01194737
752,0.01232763
755,0.01260497
758,0.01284398
761,0.01262194
764,0.01260324
767,0.01322202
770,0.0129077
773,0.0133157
776,0.01363657
779,0.01416287
782,0.01417289
785,0.01460568
788,0.01476974
791,0.01464522
794,0.0141829
797,0.01373502
800,0.01414174
