"Wavelength..nm.","Dilution.Corrected.Absorbance"
230,0.1382815
233,0.1297603
236,0.1243132
239,0.1195432
242,0.1155887
245,0.1119135
248,0.1086671
251,0.1055001
254,0.1026394
257,0.09971683
260,0.09675504
263,0.09360405
266,0.09022174
269,0.086827
272,0.08327923
275,0.07978044
278,0.07628394
281,0.07220268
284,0.06952448
287,0.0665762
290,0.06371997
293,0.06099167
296,0.05843766
299,0.0559067
302,0.05346901
305,0.05107495
308,0.0488454
311,0.04671854
314,0.04456254
317,0.04253944
320,0.04055711
323,0.03856706
326,0.03668783
329,0.03495269
332,0.03325677
335,0.03169626
338,0.03019323
341,0.02873119
344,0.02737857
347,0.02609132
350,0.02488648
353,0.023709
356,0.02255594
359,0.02147997
362,0.02040381
365,0.01940611
368,0.0184542
371,0.01753189
374,0.01660895
377,0.01578056
380,0.01500553
383,0.01431701
386,0.0136325
389,0.01293356
392,0.01230552
395,0.01167126
398,0.01112814
401,0.01061067
404,0.01011197
407,0.009619281
410,0.009151783
413,0.008673262
416,0.008250096
419,0.007893723
422,0.00749929
425,0.007151704
428,0.006816907
431,0.006510892
434,0.006236665
437,0.005978953
440,0.005729684
443,0.005495391
446,0.005255516
449,0.00506958
452,0.004884918
455,0.004759451
458,0.004638514
461,0.004468156
464,0.00438052
467,0.004223299
470,0.004087407
473,0.004010019
476,0.003901394
479,0.003804682
482,0.003646211
485,0.003577946
488,0.003434262
491,0.003333669
494,0.003267748
497,0.003173171
500,0.003105877
503,0.002996326
506,0.002937196
509,0.00289638
512,0.002802786
515,0.002744451
518,0.002653084
521,0.002604262
524,0.002593701
527,0.00252292
530,0.002470817
533,0.002409678
536,0.00238189
539,0.002341384
542,0.002283414
545,0.00224223
548,0.002208434
551,0.002190001
554,0.002181049
557,0.00209507
560,0.002049393
563,0.002033032
566,0.002018379
569,0.002033921
572,0.001992704
575,0.001983984
578,0.001979289
581,0.001961606
584,0.001936145
587,0.001881942
590,0.001850987
593,0.00182088
596,0.001792818
599,0.001773755
602,0.001725492
605,0.001752883
608,0.001783796
611,0.001732477
614,0.001712548
617,0.001685972
620,0.001679134
623,0.00165922
626,0.00164549
629,0.001632263
632,0.00166504
635,0.001619285
638,0.001656619
641,0.001635948
644,0.00160729
647,0.001588066
650,0.001611962
653,0.001594322
656,0.001573693
659,0.001586289
662,0.001565952
665,0.001516844
668,0.00156952
671,0.001530813
674,0.001542866
677,0.001504284
680,0.001520971
683,0.001488926
686,0.001520916
689,0.001490135
692,0.001518874
695,0.001486658
698,0.00147781
701,0.001507231
704,0.00151199
707,0.001500944
710,0.001501782
713,0.001417395
716,0.001412256
719,0.001420936
722,0.001377315
725,0.001420869
728,0.001485355
731,0.00158367
734,0.001621241
737,0.001612486
740,0.001662335
743,0.001612773
746,0.001726195
749,0.001677178
752,0.00166728
755,0.001644375
758,0.001608699
761,0.001514539
764,0.001500864
767,0.001554448
770,0.001536293
773,0.001486139
776,0.001534106
779,0.001499785
782,0.001518598
785,0.001469365
788,0.001531498
791,0.001481662
794,0.001528249
797,0.001486373
800,0.0014941
