"","r2","slope","intercept","run_date","analyte","curve"
"1",0.999831408238552,3.83230184085083,0.723699528783723,2025-05-22,"C","NPOC (mg/L)"
"2",0.999145161386976,5.17556395865398,2.18368552397411,2025-05-26,"C","NPOC (mg/L)"
"3",0.999259599847994,11.9340526766595,0.295301820128484,2025-05-22,"N","TN (mg/L)"
"4",0.997317224280395,10.2601668807994,0.0420794789436142,2025-05-26,"N","TN (mg/L)"
"5",0.99981789403735,5.95109829201192,2.91674221071596,2025-04-07,"C","NPOC (mg/L)"
"6",0.998810289614117,12.2111665952891,-0.243165381870092,2025-04-07,"N","TN (mg/L)"
"7",0.999837409774044,4.57551681333512,0.309804855778303,2025-06-03,"C","NPOC (mg/L)"
"8",0.996593308040374,10.6666809421842,-0.452256959314775,2025-06-03,"N","TN (mg/L)"
"9",0.997359399799672,4.17399480395453,9.21378510315093,2025-02-04,"C","NPOC (mg/L)"
"10",0.80179034447302,4.25600197927232,-18.2273109863282,2025-02-06,"C","NPOC (mg/L)"
"11",0.91345341097899,12.797829407566,-1.38237933618844,2025-02-04,"N","TN (mg/L)"
"12",0.913911231652759,12.9283369022127,-1.46239757316202,2025-02-06,"N","TN (mg/L)"
"13",0.999674013457685,3.79483266127379,2.91976029116813,2025-07-14,"C","NPOC (mg/L)"
"14",0.997850434195775,8.95708151320485,-0.127133904354035,2025-07-14,"N","TN (mg/L)"
"15",0.999527935620843,3.95573035033941,3.08391205078853,2025-09-29,"C","NPOC (mg/L)"
"16",0.999795217113856,10.6222451687816,0.244332575030505,2025-09-29,"N","TN (mg/L)"
"17",0.999548614824999,5.20887586991843,1.467928924805,2025-11-03,"C","NPOC (mg/L)"
"18",0.998665885168979,10.2549872947894,0.087062027123486,2025-11-03,"N","TN (mg/L)"
"19",0.999417096737982,4.48140385921651,-0.518764745442092,2026-03-17,"C","NPOC (mg/L)"
"20",0.997436866986766,12.2522859106529,-0.0760756013745751,2026-03-17,"N","TN (mg/L)"
"21",0,NA,35.2966666666667,2026-03-18,"N","TN (mg/L)"
"22",0.999745825129597,4.1202619583314,1.11622007558049,2026-05-12,"C","NPOC (mg/L)"
"23",0.994579141288553,11.7451127765881,0.222220021413278,2026-05-12,"N","TN (mg/L)"
"24",0.999248123983086,4.98985295920348,-0.796481805457169,2026-06-09,"C","NPOC (mg/L)"
"25",0.999841565675204,5.66246995506541,0.580102842880203,2026-06-12,"C","NPOC (mg/L)"
"26",0.994009264493139,8.50783366330318,5.9102877494708,2026-06-16,"C","NPOC (mg/L)"
"27",0.999590600697584,4.23812640916079,1.80231335106657,2026-06-17,"C","NPOC (mg/L)"
"28",0.999783623416391,4.51208599172752,0.0163295465625319,2026-06-20,"C","NPOC (mg/L)"
"29",0.997228967632754,7.50500666666666,-0.0259816666666655,2026-06-09,"N","TN (mg/L)"
"30",0.990547525605437,9.6,-6.02333333333334,2026-06-10,"N","TN (mg/L)"
"31",0.997290685196797,8.90360628122769,0.107586937901502,2026-06-12,"N","TN (mg/L)"
"32",0.984381810480418,7.91916659528908,-0.217498715203425,2026-06-16,"N","TN (mg/L)"
"33",0.999042831161071,12.4107389007851,-0.115133547466087,2026-06-17,"N","TN (mg/L)"
"34",0.997769878335261,10.1485174875089,-0.0468981084939321,2026-06-20,"N","TN (mg/L)"
