[Header]	
System	TOCL TNML ASIL 9ML	
S/W Version	1.00	
User	sjw	
Date/Time	6/22/2026 8:18:57 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Result(TOC)	Result(TC)	Result(IC)	Result(POC)	Result(NPOC)	Result(TN)	Unit	Vial	Date / Time	
Standard	NPOC	CalCurve_NPOC	Untitled					100.0		mg/L	2, 3, 4, 5, 6, 7, 8, 9	6/9/2026 9:28:04 PM	
Standard	TN	CalCurve_TN	Untitled						3.000	mg/L	10, 11, 12, 13, 14, 15, 16	6/10/2026 12:46:56 AM	
Unknown	NPOC/TN	DI	Untitled					0.3531	0.06423	mg/L	0	6/10/2026 1:14:02 AM	
Unknown	NPOC/TN	Chk_Std_1CN	Untitled					1.310	1.025	mg/L	17	6/10/2026 1:41:47 AM	
Unknown	NPOC/TN	DI	Untitled					0.3118	0.03855	mg/L	0	6/10/2026 2:09:11 AM	
Unknown	NPOC/TN	Chk_Std_External_10C	Untitled					10.16	0.05743	mg/L	18	6/10/2026 2:39:16 AM	
Unknown	NPOC/TN	DI	Untitled					0.3090	0.1125	mg/L	0	6/10/2026 8:34:50 AM	
Unknown	NPOC/TN	Chk_Std_1CN	Untitled					1.296	0.9758	mg/L	19	6/10/2026 9:06:14 AM	
Unknown	NPOC/TN	TMP_C_C6_50cm_20260604	Untitled					2.087	0.2297	mg/L	20	6/10/2026 9:58:30 AM	
Unknown	NPOC/TN	TMP_C_H3_30cm_20260604	Untitled					29.75	1.288	mg/L	21	6/10/2026 10:31:19 AM	
Unknown	NPOC/TN	TMP_C_H6_30cm_20260604	Untitled					14.02	0.6683	mg/L	22	6/10/2026 11:01:41 AM	
Unknown	NPOC/TN	TMP_C_H6_50cm_20260604	Untitled					5.816	0.4802	mg/L	23	6/10/2026 11:31:34 AM	
Unknown	NPOC/TN	TMP_SW_C6_30cm_20260604	Untitled					66.49	2.845	mg/L	24	6/10/2026 12:03:19 PM	
Unknown	NPOC/TN	TMP_SW_F4_50cm_20260604	Untitled					5.947	4.316	mg/L	25	6/10/2026 12:35:23 PM	
Unknown	NPOC/TN	TMP_SW_H3_30cm_20260604	Untitled					191.4	8.185	mg/L	26	6/10/2026 12:57:49 PM	
Unknown	NPOC/TN	TMP_SW_H6_30cm_20260604	Untitled					35.89	1.670	mg/L	27	6/10/2026 1:26:00 PM	
Unknown	NPOC/TN	TMP_SW_H6_50cm_20260604	Untitled					10.83	0.7260	mg/L	28	6/10/2026 1:56:40 PM	
Unknown	NPOC/TN	TMP_FW_D5_15cm_20260604	Untitled					16.75	0.6286	mg/L	29	6/10/2026 2:27:49 PM	
Unknown	NPOC/TN	TMP_FW_F4_30cm_20260604	Untitled					3.489	0.08689	mg/L	30	6/10/2026 2:56:14 PM	
Unknown	NPOC/TN	TMP_FW_H6_50cm_20260604	Untitled					1.989	0.4371	mg/L	31	6/10/2026 3:24:43 PM	
Unknown	NPOC/TN	TMP_FW_H6_50cm_20260604_dup	Untitled					2.046	0.3625	mg/L	32	6/10/2026 3:50:51 PM	
Unknown	NPOC/TN	Chk_Std_1CN	Untitled					1.478	1.031	mg/L	33	6/10/2026 4:39:40 PM	
Unknown	NPOC/TN	DI	Untitled					0.3178	0.08228	mg/L	0	6/10/2026 5:06:33 PM	
Unknown	NPOC/TN	TMP_SW_F4_50cm_20260607_D1-PM	Untitled					5.553	3.860	mg/L	34	6/10/2026 5:34:50 PM	
Unknown	NPOC/TN	TMP_SW_H6_30cm_20260607_D1-PM	Untitled					38.39	2.012	mg/L	35	6/10/2026 6:06:58 PM	
Unknown	NPOC/TN	TMP_FW_H6_50cm_20260607_D1-PM	Untitled					2.320	0.3572	mg/L	36	6/10/2026 6:36:13 PM	
Unknown	NPOC/TN	TMP_SW_SCE_0cm_20260608_D2-AM	Untitled					4.239	0.4877	mg/L	37	6/10/2026 7:05:24 PM	
Unknown	NPOC/TN	TMP_FW_SCE_0cm_20260608_D2-AM	Untitled					0.6189	0.05862	mg/L	38	6/10/2026 7:30:49 PM	
Unknown	NPOC/TN	TMP_FW_SCE_0cm_20260608_D2-AM_dup	Untitled					0.5479	0.05247	mg/L	39	6/10/2026 7:56:09 PM	
Unknown	NPOC/TN	DI	Untitled					0.3076	0.04012	mg/L	0	6/10/2026 8:20:55 PM	
Unknown	NPOC/TN	Chk_Std_1CN	Untitled					1.519	0.9883	mg/L	40	6/10/2026 8:50:32 PM	
Unknown	NPOC/TN	DI	Untitled					0.3261	0.02599	mg/L	0	6/10/2026 9:17:44 PM	
Unknown	NPOC/TN	TMP_C_C6_50cm_20260608_D2-PM	Untitled					10.89	4.578	mg/L	41	6/10/2026 9:47:12 PM	
Unknown	NPOC/TN	TMP_SW_C3_50cm_20260608_D2-PM	Untitled					9.387	1.125	mg/L	42	6/10/2026 10:17:01 PM	
Unknown	NPOC/TN	TMP_SW_C6_30cm_20260608_D2-PM	Untitled					132.4	24.46	mg/L	43	6/10/2026 10:50:51 PM	
Unknown	NPOC/TN	TMP_SW_C6_50cm_20260608_D2-PM	Untitled					19.61	8.391	mg/L	44	6/10/2026 11:12:28 PM	
Unknown	NPOC/TN	TMP_SW_F4_50cm_20260608_D2-PM	Untitled					5.502	2.770	mg/L	45	6/10/2026 11:41:07 PM	
Unknown	NPOC/TN	TMP_SW_H6_50cm_20260608_D2-PM	Untitled					7.161	0.7900	mg/L	46	6/11/2026 12:11:10 AM	
