"","Year","Zone_1","min_Cl_ppm","max_Cl_ppm","mean_Cl_ppm","sd_Cl_ppm","min_SO4_ppm","max_SO4_ppm","mean_SO4_ppm","sd_SO4_ppm"
"1","2024","Control",0.5591,13.7413,4.544085,3.87169790623333,0.1648,16.0863,2.53492,4.77157111614414
"2","2024","Freshwater",0.2529,21.8991,4.98205697674419,3.66283499345844,0,23.2406,5.35156860465116,4.8068240182489
"3","2024","Saltwater",0,3177.8905,1654.91369444444,962.602395748875,2.1851,407.5898,185.178822222222,111.908196999062
"4","2025","Control",0.0232,13.8442,3.44025952380952,3.64925902776664,0.0453,3.9657,0.911066666666667,0.807330798301526
"5","2025","Freshwater",0,35.8056,3.81199019607843,7.1130315571704,0,9.3896,1.60373921568627,1.62114243335722
"6","2025","Saltwater",1.4007,392.6059,55.8078766666667,81.1718449308153,0.863,75.5324,14.9716333333333,19.7076357391926
